book_id,isbn,title,author,publisher,publication_year,genre,pages,copies_total,copies_available,location,status
BK000452,978-1922307351,Modern Art,Richard Allen,McGraw-Hill,2010,Art,480,7,1,"Floor 2, Section C",Available
BK000453,978-3508940408,Principles of Science,Kenneth King,Wiley,2013,History,452,5,8,"Floor 3, Section B",Reserved
BK000454,978-9848253109,Advanced History,Karen Taylor,Wiley,2005,Science,413,2,7,"Floor 2, Section C",Checked Out
BK000455,978-6656463229,Modern Art,Steven Hill,Wiley,2009,Computer Science,337,1,0,"Floor 3, Section B",Checked Out
BK000456,978-8063493869,Principles of History,Edward Brown,Wiley,2018,History,386,6,1,"Floor 3, Section B",Available
BK000457,978-8853936811,Introduction to Science,Betty Rodriguez,Pearson,2008,Mathematics,542,1,0,"Floor 2, Section C",Available
BK000458,978-5894329354,Modern Business,Andrew Young,McGraw-Hill,2010,Mathematics,394,6,4,"Floor 1, Section A",Reserved
BK000459,978-1560913328,Principles of Science,George Flores,Cengage,2006,Business,272,7,2,"Floor 1, Section C",Available
BK000460,978-3543827189,Principles of Computer Science,Laura Walker,Oxford,2022,Literature,367,4,8,"Floor 2, Section C",Available
BK000461,978-8991149371,Principles of History,Andrew Flores,Wiley,2013,Science,575,7,7,"Floor 1, Section B",Available
BK000462,978-5383057653,Principles of Literature,Edward Martinez,Wiley,2009,Mathematics,554,2,3,"Floor 1, Section C",Checked Out
BK000463,978-2426252447,Introduction to Mathematics,Richard Smith,Oxford,2016,Computer Science,332,2,6,"Floor 3, Section B",Available
BK000464,978-2843541622,Principles of Computer Science,Andrew Flores,Cengage,2024,Business,437,6,3,"Floor 1, Section B",Checked Out
BK000465,978-8417076570,Principles of Business,Jessica Hernandez,Pearson,2014,Art,489,1,1,"Floor 2, Section C",Available
BK000466,978-2618582509,Principles of Art,Dorothy Martin,Oxford,2006,History,230,1,6,"Floor 1, Section C",Available
BK000467,978-1717877198,Advanced Art,Karen Sanchez,Oxford,2013,Literature,280,2,2,"Floor 3, Section C",Checked Out
BK000468,978-8813567877,Principles of Computer Science,Steven Scott,Wiley,2024,Art,201,3,6,"Floor 2, Section C",Available
BK000469,978-2805100725,Advanced Computer Science,Karen Wilson,McGraw-Hill,2005,Art,281,4,0,"Floor 2, Section C",Reserved
BK000470,978-4819366636,Introduction to Mathematics,Donald Robinson,Wiley,2022,History,310,1,8,"Floor 3, Section A",Checked Out
BK000471,978-5774632585,Introduction to Mathematics,Helen Hill,Cambridge,2021,Literature,502,1,4,"Floor 2, Section C",Checked Out
BK000472,978-7125636923,Advanced Literature,Deborah Thomas,Cambridge,2007,Literature,450,5,7,"Floor 3, Section B",Available
BK000473,978-7427895822,Principles of Business,Nancy Garcia,Wiley,2017,Business,249,3,4,"Floor 2, Section B",Checked Out
BK000474,978-3163596173,Modern Science,Elizabeth Davis,Oxford,2008,Mathematics,370,3,6,"Floor 2, Section A",Checked Out
BK000475,978-3633991978,Principles of Business,Brian Jackson,Pearson,2011,Science,443,5,8,"Floor 3, Section C",Available
BK000476,978-7441792741,Introduction to Business,John Sanchez,Cambridge,2007,Business,456,5,3,"Floor 2, Section B",Available
BK000477,978-7377914365,Advanced Science,Robert Scott,Cengage,2021,History,332,4,7,"Floor 2, Section B",Available
BK000478,978-7277707984,Advanced Art,Paul Harris,Wiley,2005,Business,597,4,2,"Floor 1, Section A",Checked Out
BK000479,978-1937394723,Advanced History,Lisa Garcia,McGraw-Hill,2022,Business,537,4,2,"Floor 2, Section B",Available
BK000480,978-8027971066,Principles of Literature,Lisa Hernandez,Cambridge,2014,Computer Science,471,8,6,"Floor 3, Section B",Reserved
BK000481,978-6562318731,Principles of Science,Jason Thompson,Cambridge,2011,Computer Science,224,7,8,"Floor 3, Section B",Reserved
BK000482,978-4481128302,Advanced Science,Linda Miller,McGraw-Hill,2021,History,342,3,3,"Floor 1, Section B",Checked Out
BK000483,978-9213585431,Introduction to Science,Linda White,Pearson,2013,Computer Science,307,1,1,"Floor 2, Section B",Available
BK000484,978-2420343794,Modern Art,Joseph Torres,Pearson,2007,Business,467,4,6,"Floor 2, Section A",Checked Out
BK000485,978-8422125154,Advanced Mathematics,Karen King,Oxford,2006,Business,446,1,3,"Floor 1, Section B",Available
BK000486,978-5063103548,Principles of Business,Ryan Torres,Cengage,2014,Literature,553,3,8,"Floor 3, Section B",Checked Out
BK000487,978-4243546500,Introduction to Business,Carol Wright,Wiley,2006,History,326,6,4,"Floor 2, Section A",Checked Out
BK000488,978-2563325273,Modern Mathematics,Jacob Hernandez,Cambridge,2005,Science,308,8,5,"Floor 1, Section B",Available
BK000489,978-4679790641,Principles of Business,Carol Young,Pearson,2016,History,288,1,7,"Floor 2, Section A",Available
BK000490,978-6985507304,Modern Mathematics,Richard Davis,Cambridge,2011,Science,515,3,0,"Floor 1, Section B",Available
BK000491,978-2133617962,Advanced Business,Jennifer Perez,McGraw-Hill,2018,Art,478,5,8,"Floor 1, Section C",Available
BK000492,978-8492922801,Introduction to Art,Barbara Nguyen,Wiley,2010,Mathematics,408,7,1,"Floor 3, Section C",Reserved
BK000493,978-7072177965,Introduction to History,Laura Hill,Pearson,2021,Mathematics,409,6,5,"Floor 3, Section A",Available
BK000494,978-5915616832,Introduction to Science,Karen Sanchez,Cengage,2020,Computer Science,453,3,7,"Floor 1, Section C",Reserved
BK000495,978-2245824862,Introduction to Mathematics,Brian Jones,Oxford,2007,Computer Science,403,1,6,"Floor 2, Section B",Checked Out
BK000496,978-4964500209,Modern Science,Nancy Moore,Pearson,2010,Computer Science,473,2,3,"Floor 2, Section A",Available
BK000497,978-7863743172,Introduction to Science,Carol Jones,Pearson,2011,Business,597,7,2,"Floor 3, Section B",Checked Out
BK000498,978-2864199350,Introduction to Literature,Laura Perez,McGraw-Hill,2021,Literature,268,1,0,"Floor 3, Section C",Available
BK000499,978-9340455732,Modern Business,Karen Lopez,Cambridge,2023,Science,277,4,3,"Floor 2, Section A",Reserved
BK000500,978-9106935451,Advanced Science,Nancy Clark,McGraw-Hill,2006,Business,323,3,2,"Floor 2, Section B",Checked Out
BK000501,978-4025580537,Modern Science,Sarah Wilson,Oxford,2007,Business,419,5,0,"Floor 2, Section C",Available
BK000502,978-2501131457,Introduction to History,Nancy Miller,Oxford,2020,Art,531,6,7,"Floor 2, Section A",Checked Out
BK000503,978-5769801052,Modern History,Kevin Ramirez,McGraw-Hill,2021,Mathematics,279,3,8,"Floor 1, Section A",Reserved
BK000504,978-1943380211,Modern Literature,Richard Anderson,Pearson,2024,Computer Science,269,3,2,"Floor 2, Section B",Available
BK000505,978-3039441219,Introduction to Art,Michael Smith,McGraw-Hill,2020,Computer Science,552,8,1,"Floor 2, Section A",Reserved
BK000506,978-7933439469,Advanced Business,Helen Scott,Oxford,2005,Mathematics,571,8,7,"Floor 2, Section C",Reserved
BK000507,978-7026470167,Principles of Art,Patricia Perez,Oxford,2020,History,557,4,5,"Floor 1, Section B",Checked Out
BK000508,978-2456236891,Advanced Literature,Susan Perez,Pearson,2010,History,303,5,5,"Floor 2, Section A",Available
BK000509,978-6110062229,Introduction to Business,Nancy Thomas,Cambridge,2016,History,456,4,2,"Floor 3, Section B",Available
BK000510,978-7122208947,Introduction to Science,David Miller,McGraw-Hill,2010,Literature,276,4,4,"Floor 1, Section B",Reserved
BK000511,978-4256865611,Modern Literature,John Hernandez,Cambridge,2005,Business,355,4,0,"Floor 2, Section C",Reserved
BK000512,978-4857474618,Modern Literature,Andrew Jones,Oxford,2005,Art,305,2,4,"Floor 2, Section A",Available
BK000513,978-7104350746,Modern Literature,Jennifer Anderson,Pearson,2016,Literature,285,3,8,"Floor 3, Section A",Available
BK000514,978-8136199156,Introduction to Business,Betty Williams,Oxford,2005,Mathematics,508,5,2,"Floor 2, Section C",Available
BK000515,978-5425763231,Advanced Mathematics,Patricia Hill,Cambridge,2022,Computer Science,531,8,1,"Floor 2, Section C",Checked Out
BK000516,978-7073087424,Introduction to Literature,Jennifer Hernandez,Wiley,2005,History,407,8,6,"Floor 1, Section C",Checked Out
BK000517,978-7315964783,Advanced Mathematics,Brian Smith,Oxford,2016,History,550,7,3,"Floor 3, Section C",Reserved
BK000518,978-9183184887,Principles of Mathematics,Dorothy White,Wiley,2010,Computer Science,359,3,7,"Floor 3, Section B",Available
BK000519,978-5031436909,Principles of Science,James Williams,Cengage,2020,Computer Science,223,8,2,"Floor 3, Section B",Available
BK000520,978-3122391365,Modern Mathematics,Karen Allen,McGraw-Hill,2015,Mathematics,548,3,4,"Floor 1, Section C",Available
BK000521,978-5515830019,Modern Business,James Walker,Wiley,2020,Computer Science,503,7,8,"Floor 2, Section A",Reserved
BK000522,978-9356880455,Modern Computer Science,Sarah Anderson,Cambridge,2008,Art,308,3,4,"Floor 3, Section C",Reserved
BK000523,978-8747550232,Principles of Science,Sharon Flores,Wiley,2013,History,522,5,8,"Floor 2, Section C",Available
BK000524,978-8399032931,Advanced Art,Jeffrey Garcia,Wiley,2007,Business,232,3,4,"Floor 2, Section C",Reserved
BK000525,978-8753426523,Principles of Science,Anthony Lewis,Pearson,2011,Literature,470,2,1,"Floor 2, Section A",Available
BK000526,978-5688652592,Introduction to Science,Jeffrey Moore,McGraw-Hill,2017,Mathematics,366,1,8,"Floor 2, Section C",Reserved
BK000527,978-2497375508,Principles of History,Nancy Young,McGraw-Hill,2015,Science,590,4,3,"Floor 3, Section A",Available
BK000528,978-3528968791,Modern Literature,Mark Johnson,Oxford,2022,Art,584,4,6,"Floor 3, Section A",Checked Out
BK000529,978-6118907771,Advanced History,Betty Flores,McGraw-Hill,2018,Mathematics,428,4,0,"Floor 3, Section A",Available
BK000530,978-4935079925,Introduction to Art,Karen Flores,Oxford,2020,Computer Science,334,6,2,"Floor 2, Section A",Available
BK000531,978-8159424719,Introduction to Science,Betty Moore,McGraw-Hill,2007,Business,273,4,6,"Floor 1, Section B",Available
BK000532,978-9522635909,Principles of Art,Elizabeth Walker,McGraw-Hill,2018,Mathematics,582,5,3,"Floor 3, Section A",Reserved
BK000533,978-2478611444,Advanced Mathematics,Kenneth Smith,Cengage,2010,Science,596,7,5,"Floor 3, Section A",Checked Out
BK000534,978-2851346103,Introduction to Mathematics,Kenneth Anderson,Oxford,2010,Computer Science,412,6,8,"Floor 2, Section B",Reserved
BK000535,978-4281269289,Advanced Business,Susan Jackson,Cambridge,2009,Literature,331,6,2,"Floor 2, Section A",Available
BK000536,978-6837086115,Advanced Business,Brian Walker,Cambridge,2015,Mathematics,436,1,7,"Floor 3, Section B",Available
BK000537,978-9329512687,Advanced Business,Sandra Brown,Cengage,2023,Science,286,4,8,"Floor 1, Section B",Reserved
BK000538,978-6131441782,Principles of Business,Mark Walker,Oxford,2016,Literature,407,1,1,"Floor 3, Section C",Reserved
BK000539,978-7042857748,Introduction to History,James Thompson,Cambridge,2024,Art,326,6,0,"Floor 3, Section C",Available
BK000540,978-7933470049,Introduction to Computer Science,Jacob Moore,Oxford,2019,Literature,527,7,8,"Floor 2, Section B",Checked Out
BK000541,978-3751335052,Modern Literature,Ryan Rodriguez,Cengage,2010,Computer Science,331,5,4,"Floor 3, Section A",Reserved
BK000542,978-9007398952,Modern History,Brian Garcia,Oxford,2010,History,356,8,1,"Floor 1, Section C",Available
BK000543,978-3775087392,Principles of Science,Matthew Lopez,Cambridge,2009,History,446,2,6,"Floor 1, Section C",Checked Out
BK000544,978-5829958516,Modern Science,Deborah Jackson,McGraw-Hill,2015,Computer Science,429,1,0,"Floor 1, Section B",Reserved
BK000545,978-3984308253,Modern Science,Nancy Thompson,McGraw-Hill,2021,Art,357,5,1,"Floor 1, Section A",Reserved
BK000546,978-3124507030,Advanced Art,Jeffrey Rodriguez,McGraw-Hill,2018,Literature,374,5,8,"Floor 2, Section C",Reserved
BK000547,978-8216164748,Modern History,Jacob Wright,McGraw-Hill,2016,Science,397,7,8,"Floor 2, Section C",Available
BK000548,978-2950947977,Principles of Literature,David Hernandez,Wiley,2014,Literature,218,8,5,"Floor 3, Section C",Available
BK000549,978-6669774053,Introduction to Literature,Mark Hernandez,Wiley,2023,Business,369,3,1,"Floor 2, Section A",Available
BK000550,978-7172273709,Advanced History,Jennifer Young,Wiley,2009,Literature,493,8,2,"Floor 2, Section A",Reserved
BK000551,978-4030659860,Modern Science,Mark Lopez,Cambridge,2007,Art,368,2,4,"Floor 2, Section B",Checked Out
BK000552,978-8794117312,Advanced Literature,Thomas Jackson,Pearson,2019,History,236,4,1,"Floor 1, Section A",Available
BK000553,978-1480608411,Introduction to Literature,Jason Davis,Oxford,2012,Computer Science,316,2,1,"Floor 1, Section B",Reserved
BK000554,978-7260706805,Modern Computer Science,Robert Anderson,Pearson,2009,Computer Science,332,3,8,"Floor 2, Section A",Available
BK000555,978-7752584148,Modern Mathematics,Joseph Martinez,Oxford,2018,Mathematics,209,6,2,"Floor 2, Section B",Available
BK000556,978-7002417597,Introduction to History,Betty Thomas,Cengage,2024,Literature,272,1,6,"Floor 3, Section A",Checked Out
BK000557,978-4318497909,Modern Science,Helen Clark,McGraw-Hill,2009,Science,379,6,0,"Floor 1, Section C",Checked Out
BK000558,978-5456751154,Advanced Art,Kevin Allen,Cambridge,2021,Mathematics,597,5,0,"Floor 2, Section A",Checked Out
BK000559,978-5160436964,Principles of Science,Donna Taylor,Oxford,2011,Art,336,8,5,"Floor 1, Section B",Available
BK000560,978-7258458068,Principles of Mathematics,Lisa Lopez,Cengage,2015,Literature,206,5,7,"Floor 3, Section C",Available
BK000561,978-1371859509,Modern Literature,Susan Wilson,Oxford,2017,Computer Science,483,2,5,"Floor 1, Section B",Checked Out
BK000562,978-3054953474,Principles of Computer Science,Barbara Torres,Wiley,2021,History,370,4,0,"Floor 1, Section A",Available
BK000563,978-2726411875,Modern Literature,Edward Johnson,McGraw-Hill,2015,Science,505,5,5,"Floor 2, Section A",Reserved
BK000564,978-9723318705,Introduction to Computer Science,Sandra Flores,Wiley,2024,Business,307,3,3,"Floor 1, Section C",Reserved
BK000565,978-5700028346,Principles of History,Thomas Walker,McGraw-Hill,2020,History,474,5,7,"Floor 1, Section A",Reserved
BK000566,978-3358500633,Introduction to Computer Science,Sharon Johnson,Cengage,2024,Computer Science,591,5,3,"Floor 1, Section B",Available
BK000567,978-9173225602,Introduction to Art,Michelle Lewis,Cambridge,2019,Mathematics,484,3,1,"Floor 2, Section B",Reserved
BK000568,978-4029211107,Modern Literature,Lisa Ramirez,McGraw-Hill,2008,Business,455,7,1,"Floor 2, Section C",Reserved
BK000569,978-7143645431,Modern Business,Michael Thompson,Oxford,2008,Art,465,8,1,"Floor 3, Section A",Available
BK000570,978-5815084791,Advanced Literature,Nancy Scott,Oxford,2015,History,360,7,1,"Floor 3, Section C",Available
BK000571,978-1678255361,Modern Science,Jessica Martin,Cengage,2018,Literature,354,6,1,"Floor 3, Section C",Checked Out
BK000572,978-1376877648,Modern Mathematics,Mark Hernandez,McGraw-Hill,2011,Literature,516,7,3,"Floor 1, Section A",Reserved
BK000573,978-6766755845,Modern Mathematics,Anthony Torres,Pearson,2013,Literature,561,5,4,"Floor 1, Section C",Available
BK000574,978-1881843010,Modern Literature,John Hernandez,Oxford,2008,Business,303,8,6,"Floor 1, Section A",Available
BK000575,978-2380992770,Advanced Business,Betty Wilson,McGraw-Hill,2024,Computer Science,452,3,7,"Floor 1, Section A",Available
BK000576,978-3853117330,Principles of Science,Mary Thomas,Oxford,2011,Literature,233,1,1,"Floor 3, Section A",Available
BK000577,978-2823629433,Advanced Literature,Betty Smith,Cengage,2022,Computer Science,559,6,8,"Floor 2, Section A",Reserved
BK000578,978-8688370180,Modern Literature,Ryan Young,Wiley,2023,Business,370,2,3,"Floor 2, Section C",Checked Out
BK000579,978-5885653404,Advanced Mathematics,Susan Robinson,Oxford,2018,Business,558,4,2,"Floor 3, Section B",Reserved
BK000580,978-1738231752,Principles of Literature,Linda Jones,McGraw-Hill,2017,Business,374,1,8,"Floor 1, Section B",Reserved
BK000581,978-7109328413,Modern History,Nancy Clark,Wiley,2021,Art,500,7,0,"Floor 1, Section C",Available
BK000582,978-6786038672,Advanced Art,Thomas Scott,Pearson,2019,Art,519,6,2,"Floor 1, Section A",Reserved
BK000583,978-7899636804,Introduction to Literature,Nancy Jackson,Wiley,2005,Mathematics,313,6,7,"Floor 3, Section A",Reserved
BK000584,978-9387067709,Advanced Literature,Betty Harris,Cambridge,2008,Literature,344,7,2,"Floor 1, Section A",Checked Out
BK000585,978-7996022967,Introduction to History,Kenneth Nguyen,Cambridge,2006,Business,313,8,5,"Floor 1, Section A",Available
BK000586,978-4060485349,Advanced Art,Robert Miller,McGraw-Hill,2009,Literature,558,5,3,"Floor 1, Section B",Checked Out
BK000587,978-8563636775,Advanced Mathematics,David Hill,Cambridge,2007,Business,258,5,0,"Floor 1, Section A",Checked Out
BK000588,978-1633175831,Modern History,Edward Gonzalez,Cengage,2014,Literature,339,2,8,"Floor 2, Section C",Checked Out
BK000589,978-9334021438,Modern Mathematics,Donald Nguyen,Cambridge,2019,Art,590,4,8,"Floor 3, Section A",Checked Out
BK000590,978-9588389433,Introduction to Science,Timothy Clark,Wiley,2017,Science,394,6,1,"Floor 3, Section C",Available
BK000591,978-5258078408,Principles of Literature,David Anderson,Pearson,2012,Science,472,8,7,"Floor 2, Section C",Available
BK000592,978-5538982705,Advanced Computer Science,Susan Martinez,Wiley,2015,Computer Science,433,1,1,"Floor 2, Section C",Available
BK000593,978-3743654484,Modern Science,Patricia King,Wiley,2005,Literature,507,1,0,"Floor 3, Section C",Checked Out
BK000594,978-4212826443,Principles of Literature,Barbara Martinez,McGraw-Hill,2024,Literature,515,4,8,"Floor 1, Section C",Available
BK000595,978-5146880834,Introduction to Computer Science,David Thompson,McGraw-Hill,2021,History,465,3,3,"Floor 2, Section C",Available
BK000596,978-7142637833,Principles of Mathematics,Dorothy Walker,Pearson,2007,Business,430,3,5,"Floor 1, Section B",Checked Out
BK000597,978-5003096065,Advanced Computer Science,Brian Wright,McGraw-Hill,2015,Art,508,4,7,"Floor 1, Section B",Available
BK000598,978-4637901127,Advanced Art,Matthew Robinson,Wiley,2018,History,306,7,5,"Floor 1, Section C",Available
BK000599,978-8364060238,Advanced Science,John White,McGraw-Hill,2013,Business,371,1,4,"Floor 2, Section A",Available
BK000600,978-3493051000,Introduction to History,Sharon Flores,Oxford,2016,History,502,6,1,"Floor 1, Section A",Available
BK000601,978-4131652865,Advanced History,Christopher Hernandez,McGraw-Hill,2005,Mathematics,243,6,0,"Floor 2, Section C",Available
BK000602,978-6764808876,Introduction to Literature,Timothy Taylor,Cengage,2008,Mathematics,240,5,8,"Floor 3, Section A",Available
BK000603,978-1631910599,Principles of Art,Jacob Rodriguez,Oxford,2020,Science,240,1,8,"Floor 2, Section B",Checked Out
BK000604,978-3854252155,Principles of Computer Science,Jacob Harris,Cambridge,2011,Business,251,1,8,"Floor 2, Section B",Checked Out
BK000605,978-4056944323,Advanced Mathematics,Karen White,Wiley,2015,Art,330,2,1,"Floor 1, Section B",Checked Out
BK000606,978-2316146825,Advanced Literature,Elizabeth Sanchez,McGraw-Hill,2022,Art,324,3,8,"Floor 2, Section C",Available
BK000607,978-7455331859,Introduction to Computer Science,Ronald Garcia,Oxford,2020,Computer Science,263,5,6,"Floor 2, Section A",Reserved
BK000608,978-9366045868,Modern Science,Richard Young,Pearson,2008,Science,577,8,7,"Floor 3, Section A",Checked Out
BK000609,978-7943030579,Introduction to Science,Sarah Hill,Pearson,2017,History,421,7,6,"Floor 1, Section A",Reserved
BK000610,978-9611859581,Modern Art,Anthony Ramirez,Pearson,2009,Mathematics,337,7,2,"Floor 3, Section C",Reserved
BK000611,978-3557562218,Principles of Computer Science,Kimberly Taylor,Pearson,2005,Science,577,2,7,"Floor 3, Section C",Reserved
BK000612,978-4031300527,Introduction to Science,Susan Hill,McGraw-Hill,2018,Computer Science,453,7,1,"Floor 1, Section B",Checked Out
BK000613,978-7842945990,Principles of History,Jennifer Ramirez,Cambridge,2010,Art,303,2,2,"Floor 3, Section C",Available
BK000614,978-2131050979,Introduction to History,Kimberly Brown,Cambridge,2005,Computer Science,435,5,8,"Floor 1, Section C",Available
BK000615,978-2828497480,Advanced Business,Carol Davis,Pearson,2009,Literature,529,5,8,"Floor 1, Section B",Available
BK000616,978-5306098126,Modern Business,Joseph Walker,Wiley,2019,History,299,5,3,"Floor 2, Section B",Reserved
BK000617,978-5326652398,Principles of Computer Science,Dorothy Garcia,Wiley,2005,Mathematics,387,4,4,"Floor 3, Section C",Available
BK000618,978-4329482337,Principles of Computer Science,Ronald Nguyen,Wiley,2023,History,411,4,7,"Floor 3, Section A",Reserved
BK000619,978-2566389878,Principles of Business,Jacob Flores,Cambridge,2017,Business,369,8,3,"Floor 1, Section B",Checked Out
BK000620,978-4262017023,Principles of Literature,Helen Martinez,McGraw-Hill,2010,Mathematics,485,7,6,"Floor 2, Section A",Reserved
BK000621,978-5704274475,Modern Computer Science,Jennifer Hill,Cengage,2011,Computer Science,556,7,3,"Floor 2, Section A",Available
BK000622,978-5506893193,Advanced Computer Science,Jason Smith,Pearson,2012,Literature,471,2,8,"Floor 3, Section A",Reserved
BK000623,978-9050435041,Principles of Art,Donald Nguyen,McGraw-Hill,2017,Computer Science,600,4,2,"Floor 1, Section C",Available
BK000624,978-9578334477,Advanced Computer Science,Nancy Torres,Wiley,2017,History,394,1,2,"Floor 1, Section C",Checked Out
BK000625,978-1825828462,Advanced Mathematics,Paul Harris,Wiley,2013,Business,536,2,4,"Floor 1, Section C",Available
BK000626,978-7023813197,Principles of Art,Sarah Johnson,Cambridge,2014,Computer Science,476,5,3,"Floor 2, Section C",Available
BK000627,978-2299784246,Introduction to Science,Richard Rodriguez,Oxford,2014,Mathematics,384,1,8,"Floor 1, Section B",Available
BK000628,978-5070663224,Advanced Art,Mary Wright,Pearson,2005,Computer Science,592,5,0,"Floor 3, Section C",Checked Out
BK000629,978-8812257575,Advanced History,Nancy King,Cambridge,2013,History,591,5,5,"Floor 2, Section A",Available
BK000630,978-3666084203,Principles of History,Michelle Flores,Cambridge,2007,Science,458,6,3,"Floor 3, Section B",Checked Out
BK000631,978-8540628746,Introduction to Art,Mary Robinson,Pearson,2020,Business,340,6,1,"Floor 2, Section C",Reserved
BK000632,978-9634936233,Principles of Computer Science,Robert Miller,Wiley,2013,Business,582,1,7,"Floor 2, Section A",Checked Out
BK000633,978-5939493900,Modern Art,William Thompson,Cambridge,2007,Business,322,1,0,"Floor 1, Section C",Available
BK000634,978-7295775556,Advanced Art,George Torres,Cambridge,2014,Art,364,6,8,"Floor 1, Section B",Checked Out
BK000635,978-1987577009,Modern Art,David Anderson,Cengage,2019,Business,233,3,7,"Floor 3, Section B",Available
BK000636,978-6316728986,Principles of Science,George Jackson,McGraw-Hill,2018,Art,306,6,6,"Floor 2, Section C",Checked Out
BK000637,978-2733899334,Principles of Computer Science,John Hill,McGraw-Hill,2007,Computer Science,275,3,8,"Floor 2, Section C",Reserved
BK000638,978-3640464540,Introduction to Literature,Sarah Wright,Pearson,2020,Business,598,8,6,"Floor 3, Section A",Available
BK000639,978-2032284535,Principles of Literature,Jennifer Lewis,Pearson,2015,Literature,366,7,0,"Floor 3, Section C",Available
BK000640,978-1624088011,Principles of Computer Science,Mark Young,McGraw-Hill,2023,Art,283,6,7,"Floor 2, Section A",Checked Out
BK000641,978-7436135475,Introduction to Literature,Linda Hill,Oxford,2010,Mathematics,528,8,1,"Floor 3, Section A",Available
BK000642,978-2351299999,Introduction to Science,Andrew Walker,Oxford,2023,Art,263,8,4,"Floor 3, Section B",Available
BK000643,978-6952782212,Advanced Art,Karen Lewis,Cambridge,2018,Computer Science,278,5,2,"Floor 1, Section C",Available
BK000644,978-1396471523,Introduction to Business,Anthony Garcia,Wiley,2021,Art,243,2,7,"Floor 2, Section C",Checked Out
BK000645,978-9342720259,Advanced Literature,Betty Gonzalez,McGraw-Hill,2024,Literature,390,1,0,"Floor 2, Section A",Available
BK000646,978-5660665699,Principles of History,Carol Miller,Oxford,2024,Literature,596,3,2,"Floor 3, Section B",Available
BK000647,978-2181663626,Modern Computer Science,Jason Martinez,Cengage,2011,Business,242,5,2,"Floor 2, Section A",Available
BK000648,978-7789216226,Modern Mathematics,Jason Miller,Pearson,2017,History,212,1,7,"Floor 3, Section B",Checked Out
BK000649,978-5472597180,Advanced Computer Science,William Martinez,Wiley,2016,Business,370,2,1,"Floor 3, Section B",Available
BK000650,978-2780174124,Introduction to Literature,Brian Lopez,Cengage,2019,Mathematics,207,7,5,"Floor 3, Section B",Available
BK000651,978-8824286201,Advanced Science,Mark Gonzalez,Oxford,2009,Business,227,3,6,"Floor 1, Section A",Reserved
BK000652,978-3992296333,Principles of Mathematics,Brian Wright,Pearson,2008,Business,483,8,0,"Floor 3, Section B",Checked Out
BK000653,978-9834417601,Advanced Art,Edward Young,Cengage,2014,Art,227,4,4,"Floor 2, Section B",Available
BK000654,978-6589247921,Principles of Business,Kenneth Martin,Cengage,2024,Mathematics,306,4,1,"Floor 2, Section C",Reserved
BK000655,978-2573635977,Advanced Science,Nancy Lopez,Cengage,2005,History,279,8,0,"Floor 1, Section C",Available
BK000656,978-7621618117,Modern Literature,George Martin,Pearson,2018,Science,561,5,8,"Floor 3, Section A",Checked Out
BK000657,978-9065752988,Introduction to Art,Joshua Miller,Cengage,2007,Computer Science,406,2,1,"Floor 1, Section C",Checked Out
BK000658,978-4539613121,Introduction to Art,Steven Allen,Pearson,2005,Computer Science,407,3,8,"Floor 3, Section B",Reserved
BK000659,978-7356264368,Principles of Science,Timothy Wilson,McGraw-Hill,2019,History,552,6,8,"Floor 3, Section B",Checked Out
BK000660,978-1935978764,Advanced Science,Sandra Johnson,Wiley,2010,History,263,6,8,"Floor 2, Section A",Reserved
BK000661,978-7532220709,Advanced Business,Elizabeth Wilson,Wiley,2021,Science,262,5,0,"Floor 3, Section A",Reserved
BK000662,978-2484700927,Introduction to Business,Michelle Rodriguez,McGraw-Hill,2014,History,310,2,5,"Floor 3, Section B",Available
BK000663,978-4290015276,Introduction to Computer Science,Sarah Sanchez,Cengage,2013,History,421,8,8,"Floor 3, Section B",Checked Out
BK000664,978-6552977859,Principles of Computer Science,Susan Johnson,Pearson,2019,Art,563,3,7,"Floor 2, Section B",Available
BK000665,978-7783225484,Principles of Science,Sharon Wright,Wiley,2012,Mathematics,551,1,6,"Floor 3, Section C",Checked Out
BK000666,978-9764505919,Principles of Art,James Lee,Cambridge,2020,Literature,306,8,4,"Floor 3, Section C",Checked Out
BK000667,978-1497462548,Introduction to Business,Karen Martinez,McGraw-Hill,2005,Science,261,5,1,"Floor 2, Section C",Reserved
BK000668,978-8501145479,Principles of Business,Kimberly Nguyen,Pearson,2009,Mathematics,221,1,8,"Floor 2, Section B",Available
BK000669,978-7126815056,Principles of Art,Sandra Taylor,Cengage,2017,Literature,442,3,1,"Floor 2, Section B",Checked Out
BK000670,978-7484417357,Advanced Business,Carol Hill,Pearson,2014,Business,419,8,3,"Floor 3, Section B",Checked Out
BK000671,978-7045034676,Principles of Art,Donna Perez,McGraw-Hill,2021,Science,268,5,6,"Floor 1, Section A",Reserved
BK000672,978-3024881353,Introduction to Business,Andrew Wilson,McGraw-Hill,2007,Science,581,4,2,"Floor 2, Section A",Available
BK000673,978-9891116291,Modern History,Nancy Davis,Pearson,2014,Science,287,8,6,"Floor 3, Section B",Reserved
BK000674,978-9308187428,Introduction to Art,Steven Smith,Oxford,2006,Science,418,4,7,"Floor 2, Section B",Available
BK000675,978-6334815074,Modern Literature,Karen Jones,Pearson,2014,Computer Science,518,6,0,"Floor 1, Section B",Checked Out
BK000676,978-7618398090,Advanced Art,Joseph Wright,Cambridge,2017,Business,492,7,8,"Floor 2, Section A",Checked Out
