assignment_id,section_id,course_id,title,type,description,total_points,due_date,created_date,status
ASG000748,SEC000184,EDUC434,Quiz 5,Quiz,Assignment covering course materials and objectives.,25,2025-06-18,2024-08-21,Active
ASG000749,SEC000037,MUS103,Essay 7,Homework,Assignment covering course materials and objectives.,100,2024-12-25,2024-05-03,Active
ASG000750,SEC000369,MUS512,Exam 8,Midterm,Assignment covering course materials and objectives.,10,2025-12-02,2024-06-08,Active
ASG000751,SEC000176,CS508,Project 7,Quiz,Assignment covering course materials and objectives.,10,2024-12-08,2024-05-05,Active
ASG000752,SEC000041,EDUC375,Presentation 3,Midterm,Assignment covering course materials and objectives.,10,2024-09-19,2024-07-31,Active
ASG000753,SEC000316,PHYS424,Project 5,Quiz,Assignment covering course materials and objectives.,10,2025-02-06,2024-04-17,Draft
ASG000754,SEC000167,CHEM241,Homework 5,Midterm,Assignment covering course materials and objectives.,20,2024-11-21,2024-12-22,Active
ASG000755,SEC000063,ECON255,Homework 8,Project,Assignment covering course materials and objectives.,50,2024-03-17,2024-07-10,Active
ASG000756,SEC000004,ART182,Midterm 3,Essay,Assignment covering course materials and objectives.,10,2025-07-12,2025-10-25,Active
ASG000757,SEC000165,ECON412,Exam 5,Homework,Assignment covering course materials and objectives.,100,2025-06-13,2025-03-23,Active
ASG000758,SEC000379,CHEM148,Presentation 3,Essay,Assignment covering course materials and objectives.,20,2024-08-28,2025-02-21,Active
ASG000759,SEC000051,ECON554,Homework 4,Quiz,Assignment covering course materials and objectives.,100,2024-04-10,2025-12-23,Active
ASG000760,SEC000396,CHEM493,Homework 1,Final,Assignment covering course materials and objectives.,10,2024-06-17,2025-10-01,Draft
ASG000761,SEC000363,PSYC357,Quiz 3,Exam,Assignment covering course materials and objectives.,100,2025-06-17,2025-04-03,Active
ASG000762,SEC000376,ART425,Quiz 6,Lab,Assignment covering course materials and objectives.,100,2024-06-02,2024-12-30,Active
ASG000763,SEC000326,BUS526,Project 5,Essay,Assignment covering course materials and objectives.,10,2024-06-01,2025-02-18,Draft
ASG000764,SEC000134,BUS204,Exam 8,Project,Assignment covering course materials and objectives.,100,2025-12-27,2025-03-19,Draft
ASG000765,SEC000224,ECON577,Lab 2,Quiz,Assignment covering course materials and objectives.,10,2024-12-08,2024-03-12,Active
ASG000766,SEC000290,NURS409,Exam 8,Exam,Assignment covering course materials and objectives.,25,2024-07-12,2024-01-20,Draft
ASG000767,SEC000253,EDUC545,Midterm 8,Final,Assignment covering course materials and objectives.,20,2025-11-10,2025-01-29,Draft
ASG000768,SEC000235,ENG247,Final 2,Homework,Assignment covering course materials and objectives.,50,2024-01-04,2025-06-06,Active
ASG000769,SEC000129,ECON545,Homework 4,Essay,Assignment covering course materials and objectives.,10,2025-12-12,2024-08-12,Active
ASG000770,SEC000381,PHYS456,Quiz 6,Midterm,Assignment covering course materials and objectives.,100,2024-07-01,2024-02-26,Active
ASG000771,SEC000344,MUS142,Project 7,Presentation,Assignment covering course materials and objectives.,10,2025-12-28,2025-01-31,Active
ASG000772,SEC000009,ECON277,Quiz 8,Exam,Assignment covering course materials and objectives.,100,2024-11-29,2024-04-29,Active
ASG000773,SEC000196,MUS402,Presentation 1,Final,Assignment covering course materials and objectives.,50,2025-08-23,2025-03-09,Active
ASG000774,SEC000045,PHYS484,Homework 5,Homework,Assignment covering course materials and objectives.,20,2025-10-01,2024-01-28,Active
ASG000775,SEC000338,CS482,Midterm 7,Midterm,Assignment covering course materials and objectives.,20,2025-02-25,2024-01-22,Draft
ASG000776,SEC000118,MUS520,Project 4,Essay,Assignment covering course materials and objectives.,10,2025-02-04,2025-02-04,Draft
ASG000777,SEC000330,CS198,Midterm 7,Homework,Assignment covering course materials and objectives.,25,2024-12-28,2024-01-21,Active
ASG000778,SEC000333,MUS507,Homework 6,Homework,Assignment covering course materials and objectives.,100,2024-02-24,2025-07-15,Active
ASG000779,SEC000023,MUS336,Presentation 3,Essay,Assignment covering course materials and objectives.,10,2025-12-09,2025-12-27,Active
ASG000780,SEC000180,MUS318,Essay 7,Lab,Assignment covering course materials and objectives.,25,2024-03-20,2025-08-22,Active
ASG000781,SEC000397,ECON577,Quiz 3,Lab,Assignment covering course materials and objectives.,20,2025-03-03,2024-03-08,Draft
ASG000782,SEC000025,MUS106,Essay 1,Exam,Assignment covering course materials and objectives.,100,2025-10-12,2025-08-21,Active
ASG000783,SEC000226,BUS526,Presentation 2,Quiz,Assignment covering course materials and objectives.,100,2024-04-22,2024-11-13,Active
ASG000784,SEC000212,HIST546,Midterm 5,Homework,Assignment covering course materials and objectives.,20,2024-05-17,2024-04-05,Draft
ASG000785,SEC000227,NURS287,Lab 2,Quiz,Assignment covering course materials and objectives.,50,2025-03-21,2025-03-25,Active
ASG000786,SEC000191,NURS305,Homework 1,Lab,Assignment covering course materials and objectives.,20,2025-05-20,2024-12-13,Active
ASG000787,SEC000378,EDUC111,Quiz 6,Midterm,Assignment covering course materials and objectives.,25,2025-10-22,2025-11-11,Active
ASG000788,SEC000091,PHYS484,Essay 1,Final,Assignment covering course materials and objectives.,20,2025-07-26,2025-02-07,Active
ASG000789,SEC000102,ECON404,Homework 4,Presentation,Assignment covering course materials and objectives.,50,2024-10-25,2025-07-22,Draft
ASG000790,SEC000227,NURS287,Essay 7,Midterm,Assignment covering course materials and objectives.,25,2024-07-27,2024-11-28,Active
ASG000791,SEC000162,BUS444,Project 5,Midterm,Assignment covering course materials and objectives.,25,2024-07-25,2025-09-04,Active
ASG000792,SEC000255,CHEM241,Homework 2,Exam,Assignment covering course materials and objectives.,10,2025-04-14,2025-07-12,Active
ASG000793,SEC000391,EDUC302,Homework 4,Midterm,Assignment covering course materials and objectives.,100,2024-04-01,2024-01-03,Active
ASG000794,SEC000002,MUS336,Project 3,Homework,Assignment covering course materials and objectives.,100,2024-06-04,2024-09-02,Active
ASG000795,SEC000050,CS245,Presentation 1,Homework,Assignment covering course materials and objectives.,100,2025-04-20,2024-12-21,Draft
ASG000796,SEC000361,PSYC215,Final 6,Quiz,Assignment covering course materials and objectives.,50,2025-02-12,2024-03-27,Active
ASG000797,SEC000256,CS237,Presentation 5,Lab,Assignment covering course materials and objectives.,25,2025-09-05,2024-02-19,Active
ASG000798,SEC000115,BUS307,Lab 7,Quiz,Assignment covering course materials and objectives.,50,2025-10-24,2024-05-24,Active
ASG000799,SEC000354,ENG333,Exam 8,Midterm,Assignment covering course materials and objectives.,20,2025-03-17,2024-04-17,Active
ASG000800,SEC000175,HIST307,Lab 1,Exam,Assignment covering course materials and objectives.,50,2024-01-20,2024-07-03,Active
ASG000801,SEC000212,HIST546,Essay 6,Exam,Assignment covering course materials and objectives.,10,2025-12-25,2025-06-27,Active
ASG000802,SEC000197,PHYS329,Final 7,Lab,Assignment covering course materials and objectives.,100,2025-08-12,2024-08-10,Active
ASG000803,SEC000343,CS293,Midterm 5,Essay,Assignment covering course materials and objectives.,20,2025-09-13,2024-03-05,Active
ASG000804,SEC000091,PHYS484,Project 5,Final,Assignment covering course materials and objectives.,50,2025-02-24,2024-03-27,Active
ASG000805,SEC000156,ENG379,Lab 4,Project,Assignment covering course materials and objectives.,50,2024-08-25,2025-01-21,Active
ASG000806,SEC000318,BIO489,Homework 6,Midterm,Assignment covering course materials and objectives.,25,2024-08-16,2025-04-24,Active
ASG000807,SEC000227,NURS287,Presentation 4,Quiz,Assignment covering course materials and objectives.,100,2024-08-11,2025-10-31,Active
ASG000808,SEC000093,EDUC375,Homework 1,Exam,Assignment covering course materials and objectives.,25,2025-08-30,2024-06-18,Draft
ASG000809,SEC000276,CS384,Essay 3,Project,Assignment covering course materials and objectives.,25,2025-02-13,2025-11-05,Active
ASG000810,SEC000163,BUS392,Quiz 3,Quiz,Assignment covering course materials and objectives.,50,2025-05-18,2025-02-16,Active
ASG000811,SEC000268,HIST395,Presentation 1,Quiz,Assignment covering course materials and objectives.,10,2025-01-22,2025-03-13,Active
ASG000812,SEC000259,BIO153,Midterm 3,Lab,Assignment covering course materials and objectives.,20,2025-01-13,2025-03-07,Active
ASG000813,SEC000283,ART182,Exam 4,Final,Assignment covering course materials and objectives.,25,2024-09-13,2025-12-20,Active
ASG000814,SEC000322,CHEM168,Lab 5,Essay,Assignment covering course materials and objectives.,10,2025-12-06,2024-08-26,Draft
ASG000815,SEC000100,NURS155,Final 4,Lab,Assignment covering course materials and objectives.,50,2025-02-03,2025-09-09,Active
ASG000816,SEC000268,HIST395,Quiz 5,Lab,Assignment covering course materials and objectives.,100,2025-06-27,2025-02-04,Active
ASG000817,SEC000071,BIO111,Presentation 6,Project,Assignment covering course materials and objectives.,20,2025-12-04,2025-07-23,Active
ASG000818,SEC000040,ECON508,Essay 4,Homework,Assignment covering course materials and objectives.,50,2024-01-18,2025-04-22,Active
ASG000819,SEC000317,BUS310,Homework 5,Final,Assignment covering course materials and objectives.,50,2025-06-12,2025-03-11,Active
ASG000820,SEC000039,HIST572,Essay 1,Final,Assignment covering course materials and objectives.,20,2024-09-01,2024-10-10,Active
ASG000821,SEC000037,MUS103,Exam 3,Lab,Assignment covering course materials and objectives.,25,2024-10-06,2024-03-30,Active
ASG000822,SEC000103,ART367,Midterm 2,Lab,Assignment covering course materials and objectives.,50,2025-12-26,2024-11-10,Active
ASG000823,SEC000180,MUS318,Homework 8,Lab,Assignment covering course materials and objectives.,20,2025-06-22,2024-05-16,Active
ASG000824,SEC000103,ART367,Essay 1,Homework,Assignment covering course materials and objectives.,50,2025-06-04,2025-03-14,Draft
ASG000825,SEC000229,BIO561,Essay 6,Homework,Assignment covering course materials and objectives.,10,2024-11-24,2024-07-13,Active
ASG000826,SEC000248,ECON412,Presentation 1,Project,Assignment covering course materials and objectives.,50,2025-04-08,2024-08-01,Active
ASG000827,SEC000200,MUS358,Quiz 5,Exam,Assignment covering course materials and objectives.,25,2025-04-28,2024-10-14,Active
ASG000828,SEC000183,ECON360,Quiz 7,Project,Assignment covering course materials and objectives.,20,2025-09-22,2024-11-19,Draft
ASG000829,SEC000213,PSYC215,Quiz 5,Final,Assignment covering course materials and objectives.,20,2025-12-17,2024-09-27,Active
ASG000830,SEC000214,MUS103,Lab 6,Quiz,Assignment covering course materials and objectives.,50,2025-06-24,2024-06-14,Draft
ASG000831,SEC000349,ART132,Essay 8,Midterm,Assignment covering course materials and objectives.,20,2024-03-02,2025-01-31,Active
ASG000832,SEC000134,BUS204,Presentation 1,Quiz,Assignment covering course materials and objectives.,50,2025-11-16,2024-09-18,Active
ASG000833,SEC000305,ECON405,Presentation 5,Homework,Assignment covering course materials and objectives.,10,2024-03-03,2025-08-25,Active
ASG000834,SEC000168,CHEM309,Presentation 4,Essay,Assignment covering course materials and objectives.,100,2025-11-01,2025-03-12,Active
ASG000835,SEC000229,BIO561,Final 4,Final,Assignment covering course materials and objectives.,50,2025-05-04,2025-05-05,Draft
ASG000836,SEC000169,BUS433,Lab 1,Exam,Assignment covering course materials and objectives.,20,2024-10-31,2025-04-27,Active
ASG000837,SEC000145,BUS362,Essay 2,Project,Assignment covering course materials and objectives.,50,2024-10-06,2025-11-05,Active
ASG000838,SEC000400,ART411,Exam 3,Presentation,Assignment covering course materials and objectives.,25,2025-10-22,2025-03-17,Active
ASG000839,SEC000093,EDUC375,Project 7,Midterm,Assignment covering course materials and objectives.,25,2025-02-01,2024-07-02,Draft
ASG000840,SEC000190,ENG333,Lab 6,Lab,Assignment covering course materials and objectives.,10,2024-08-27,2024-11-08,Active
ASG000841,SEC000310,ENG247,Midterm 6,Essay,Assignment covering course materials and objectives.,25,2024-08-30,2025-02-12,Active
ASG000842,SEC000322,CHEM168,Exam 3,Homework,Assignment covering course materials and objectives.,100,2024-09-25,2025-03-24,Active
ASG000843,SEC000170,BUS307,Lab 5,Midterm,Assignment covering course materials and objectives.,50,2025-01-01,2025-05-31,Active
ASG000844,SEC000313,CHEM524,Homework 2,Final,Assignment covering course materials and objectives.,50,2025-01-29,2025-12-08,Active
ASG000845,SEC000229,BIO561,Homework 5,Project,Assignment covering course materials and objectives.,100,2025-07-07,2024-12-05,Active
ASG000846,SEC000266,HIST522,Midterm 2,Essay,Assignment covering course materials and objectives.,100,2024-08-26,2024-10-04,Active
ASG000847,SEC000116,EDUC545,Homework 3,Midterm,Assignment covering course materials and objectives.,20,2025-07-16,2024-11-21,Active
ASG000848,SEC000139,ART502,Exam 5,Homework,Assignment covering course materials and objectives.,20,2025-09-22,2024-09-22,Active
ASG000849,SEC000155,MATH373,Presentation 7,Final,Assignment covering course materials and objectives.,100,2024-02-17,2025-07-06,Draft
ASG000850,SEC000206,HIST522,Project 5,Exam,Assignment covering course materials and objectives.,50,2024-06-18,2024-11-10,Draft
ASG000851,SEC000239,PSYC455,Quiz 2,Essay,Assignment covering course materials and objectives.,50,2025-07-17,2025-04-12,Active
ASG000852,SEC000246,EDUC334,Final 2,Essay,Assignment covering course materials and objectives.,50,2024-05-05,2025-02-17,Active
ASG000853,SEC000034,ECON262,Midterm 4,Presentation,Assignment covering course materials and objectives.,50,2024-03-28,2024-08-28,Draft
ASG000854,SEC000102,ECON404,Quiz 5,Homework,Assignment covering course materials and objectives.,20,2024-03-18,2025-08-05,Active
ASG000855,SEC000204,MATH497,Presentation 7,Quiz,Assignment covering course materials and objectives.,50,2024-06-22,2024-11-14,Draft
ASG000856,SEC000317,BUS310,Final 7,Midterm,Assignment covering course materials and objectives.,50,2024-06-25,2024-03-18,Active
ASG000857,SEC000093,EDUC375,Lab 8,Exam,Assignment covering course materials and objectives.,20,2024-09-20,2025-05-20,Draft
ASG000858,SEC000334,PHYS424,Final 7,Midterm,Assignment covering course materials and objectives.,10,2025-12-04,2025-04-11,Active
ASG000859,SEC000201,PHYS506,Midterm 2,Lab,Assignment covering course materials and objectives.,100,2025-11-12,2025-08-07,Active
ASG000860,SEC000236,NURS432,Exam 6,Midterm,Assignment covering course materials and objectives.,100,2025-01-14,2025-12-09,Active
ASG000861,SEC000099,CS267,Essay 3,Final,Assignment covering course materials and objectives.,10,2024-01-27,2025-09-27,Active
ASG000862,SEC000150,EDUC403,Quiz 4,Midterm,Assignment covering course materials and objectives.,20,2024-09-14,2024-12-15,Active
ASG000863,SEC000066,ART482,Lab 8,Quiz,Assignment covering course materials and objectives.,10,2024-12-20,2024-11-18,Active
ASG000864,SEC000093,EDUC375,Quiz 2,Essay,Assignment covering course materials and objectives.,10,2025-03-31,2024-04-04,Active
ASG000865,SEC000231,MUS256,Homework 7,Midterm,Assignment covering course materials and objectives.,50,2025-10-30,2025-03-13,Active
ASG000866,SEC000060,NURS155,Project 2,Presentation,Assignment covering course materials and objectives.,25,2024-11-16,2024-09-06,Active
ASG000867,SEC000099,CS267,Presentation 5,Exam,Assignment covering course materials and objectives.,25,2024-11-26,2024-01-09,Active
ASG000868,SEC000185,CS384,Project 4,Exam,Assignment covering course materials and objectives.,10,2024-02-03,2024-04-12,Active
ASG000869,SEC000173,CS245,Lab 7,Midterm,Assignment covering course materials and objectives.,25,2025-09-02,2024-03-11,Active
ASG000870,SEC000297,PHYS438,Essay 8,Midterm,Assignment covering course materials and objectives.,10,2024-08-26,2024-04-07,Draft
ASG000871,SEC000001,MUS101,Essay 7,Final,Assignment covering course materials and objectives.,20,2025-01-13,2025-07-19,Active
ASG000872,SEC000096,BIO481,Homework 2,Lab,Assignment covering course materials and objectives.,20,2024-12-03,2024-11-09,Active
ASG000873,SEC000199,PHYS261,Project 7,Midterm,Assignment covering course materials and objectives.,100,2025-06-06,2025-06-11,Active
ASG000874,SEC000224,ECON577,Final 7,Project,Assignment covering course materials and objectives.,50,2025-10-09,2024-11-03,Active
ASG000875,SEC000369,MUS512,Lab 2,Homework,Assignment covering course materials and objectives.,50,2024-07-17,2024-05-15,Draft
ASG000876,SEC000230,MUS381,Project 3,Homework,Assignment covering course materials and objectives.,50,2025-12-27,2024-01-24,Active
ASG000877,SEC000072,HIST123,Lab 3,Exam,Assignment covering course materials and objectives.,10,2024-04-01,2025-09-20,Active
ASG000878,SEC000137,ENG430,Midterm 5,Project,Assignment covering course materials and objectives.,25,2024-02-21,2025-03-17,Draft
ASG000879,SEC000278,PHYS347,Exam 1,Project,Assignment covering course materials and objectives.,100,2025-05-06,2024-05-17,Active
ASG000880,SEC000049,NURS296,Exam 1,Project,Assignment covering course materials and objectives.,100,2024-06-03,2025-08-29,Active
ASG000881,SEC000301,MUS106,Homework 2,Essay,Assignment covering course materials and objectives.,10,2025-11-13,2025-11-24,Active
ASG000882,SEC000319,NURS409,Essay 5,Midterm,Assignment covering course materials and objectives.,50,2024-03-21,2025-03-21,Active
ASG000883,SEC000371,ENG533,Presentation 1,Project,Assignment covering course materials and objectives.,10,2024-11-13,2024-02-01,Active
ASG000884,SEC000168,CHEM309,Lab 7,Final,Assignment covering course materials and objectives.,10,2024-03-22,2025-12-18,Active
ASG000885,SEC000061,CHEM241,Lab 4,Project,Assignment covering course materials and objectives.,50,2024-01-01,2025-01-01,Draft
ASG000886,SEC000135,PHYS473,Project 3,Quiz,Assignment covering course materials and objectives.,10,2024-05-02,2024-12-18,Active
ASG000887,SEC000295,MUS256,Essay 3,Quiz,Assignment covering course materials and objectives.,50,2025-09-01,2024-04-20,Draft
ASG000888,SEC000319,NURS409,Homework 2,Project,Assignment covering course materials and objectives.,50,2024-10-26,2024-03-08,Draft
ASG000889,SEC000330,CS198,Presentation 6,Exam,Assignment covering course materials and objectives.,10,2025-01-12,2025-08-10,Active
ASG000890,SEC000278,PHYS347,Project 7,Homework,Assignment covering course materials and objectives.,100,2024-01-28,2024-03-17,Draft
ASG000891,SEC000267,EDUC373,Homework 2,Quiz,Assignment covering course materials and objectives.,25,2025-11-08,2024-08-09,Draft
ASG000892,SEC000010,ENG314,Presentation 5,Project,Assignment covering course materials and objectives.,100,2024-11-02,2025-01-07,Active
ASG000893,SEC000336,CHEM241,Lab 8,Project,Assignment covering course materials and objectives.,20,2024-03-01,2024-01-04,Draft
ASG000894,SEC000018,PSYC569,Quiz 6,Project,Assignment covering course materials and objectives.,25,2024-07-25,2025-10-07,Active
ASG000895,SEC000184,EDUC434,Project 3,Essay,Assignment covering course materials and objectives.,50,2024-06-25,2024-11-11,Active
ASG000896,SEC000154,HIST485,Midterm 1,Lab,Assignment covering course materials and objectives.,50,2024-10-09,2025-07-18,Active
ASG000897,SEC000166,ECON323,Essay 2,Presentation,Assignment covering course materials and objectives.,100,2024-08-03,2024-06-15,Active
ASG000898,SEC000017,BUS310,Essay 8,Lab,Assignment covering course materials and objectives.,10,2024-03-23,2025-10-17,Active
ASG000899,SEC000190,ENG333,Project 2,Homework,Assignment covering course materials and objectives.,20,2025-06-09,2025-10-21,Active
ASG000900,SEC000356,ECON536,Presentation 7,Midterm,Assignment covering course materials and objectives.,50,2025-12-04,2024-01-28,Active
ASG000901,SEC000080,ECON323,Quiz 6,Final,Assignment covering course materials and objectives.,50,2025-06-27,2024-02-13,Active
ASG000902,SEC000356,ECON536,Project 5,Exam,Assignment covering course materials and objectives.,100,2024-01-15,2024-02-03,Active
ASG000903,SEC000168,CHEM309,Final 6,Midterm,Assignment covering course materials and objectives.,100,2024-07-23,2025-09-15,Active
ASG000904,SEC000099,CS267,Midterm 1,Project,Assignment covering course materials and objectives.,50,2025-04-27,2024-07-30,Active
ASG000905,SEC000079,PSYC342,Homework 6,Final,Assignment covering course materials and objectives.,100,2025-02-23,2025-08-03,Active
ASG000906,SEC000266,HIST522,Essay 4,Homework,Assignment covering course materials and objectives.,50,2024-09-15,2025-06-16,Draft
ASG000907,SEC000283,ART182,Quiz 4,Lab,Assignment covering course materials and objectives.,10,2025-08-29,2024-12-23,Active
ASG000908,SEC000141,ECON195,Homework 6,Homework,Assignment covering course materials and objectives.,10,2025-07-20,2024-04-13,Active
ASG000909,SEC000364,CHEM524,Presentation 2,Midterm,Assignment covering course materials and objectives.,10,2024-01-03,2024-02-08,Active
ASG000910,SEC000264,ENG148,Essay 5,Quiz,Assignment covering course materials and objectives.,20,2025-11-29,2024-07-15,Active
ASG000911,SEC000260,CHEM148,Quiz 1,Lab,Assignment covering course materials and objectives.,25,2024-06-18,2024-11-21,Active
ASG000912,SEC000128,MUS358,Presentation 3,Essay,Assignment covering course materials and objectives.,25,2025-03-17,2024-03-21,Active
ASG000913,SEC000138,ENG592,Quiz 3,Final,Assignment covering course materials and objectives.,50,2024-03-03,2024-03-05,Active
ASG000914,SEC000314,PSYC352,Project 3,Quiz,Assignment covering course materials and objectives.,25,2024-05-29,2025-08-25,Active
ASG000915,SEC000056,EDUC434,Midterm 7,Quiz,Assignment covering course materials and objectives.,10,2024-04-08,2024-11-11,Active
ASG000916,SEC000081,MUS142,Lab 1,Presentation,Assignment covering course materials and objectives.,25,2024-05-18,2025-11-24,Draft
ASG000917,SEC000040,ECON508,Exam 2,Presentation,Assignment covering course materials and objectives.,50,2025-07-31,2024-11-01,Active
ASG000918,SEC000360,EDUC496,Homework 1,Quiz,Assignment covering course materials and objectives.,10,2024-06-17,2025-12-27,Active
ASG000919,SEC000113,BIO111,Homework 2,Presentation,Assignment covering course materials and objectives.,50,2025-08-16,2025-01-25,Active
ASG000920,SEC000189,ECON225,Presentation 8,Project,Assignment covering course materials and objectives.,20,2024-08-14,2025-07-15,Active
ASG000921,SEC000199,PHYS261,Final 5,Quiz,Assignment covering course materials and objectives.,25,2024-09-03,2024-11-10,Active
ASG000922,SEC000202,MUS103,Exam 3,Final,Assignment covering course materials and objectives.,10,2025-05-13,2024-09-27,Active
ASG000923,SEC000161,PSYC215,Project 1,Essay,Assignment covering course materials and objectives.,100,2025-01-11,2024-01-08,Active
ASG000924,SEC000083,BUS193,Final 2,Presentation,Assignment covering course materials and objectives.,100,2024-08-24,2025-02-10,Active
ASG000925,SEC000170,BUS307,Midterm 8,Exam,Assignment covering course materials and objectives.,10,2024-01-27,2025-12-17,Draft
ASG000926,SEC000095,NURS409,Midterm 5,Quiz,Assignment covering course materials and objectives.,10,2025-01-16,2025-08-19,Active
ASG000927,SEC000180,MUS318,Midterm 2,Essay,Assignment covering course materials and objectives.,25,2024-12-10,2024-04-03,Active
ASG000928,SEC000304,ECON277,Essay 6,Exam,Assignment covering course materials and objectives.,100,2025-03-10,2024-09-19,Active
ASG000929,SEC000321,CHEM422,Essay 3,Exam,Assignment covering course materials and objectives.,10,2025-05-10,2024-07-22,Active
ASG000930,SEC000283,ART182,Lab 3,Lab,Assignment covering course materials and objectives.,100,2025-05-06,2025-10-20,Active
ASG000931,SEC000291,EDUC375,Final 1,Exam,Assignment covering course materials and objectives.,10,2024-06-07,2025-09-24,Active
ASG000932,SEC000330,CS198,Midterm 3,Presentation,Assignment covering course materials and objectives.,25,2024-04-18,2025-10-31,Active
ASG000933,SEC000369,MUS512,Lab 3,Homework,Assignment covering course materials and objectives.,25,2025-10-02,2024-12-09,Draft
ASG000934,SEC000265,PSYC408,Quiz 4,Quiz,Assignment covering course materials and objectives.,25,2025-01-06,2025-01-23,Active
ASG000935,SEC000370,PHYS329,Essay 4,Homework,Assignment covering course materials and objectives.,20,2024-03-02,2024-05-21,Active
ASG000936,SEC000034,ECON262,Project 1,Homework,Assignment covering course materials and objectives.,10,2024-04-25,2024-08-03,Active
ASG000937,SEC000145,BUS362,Presentation 5,Lab,Assignment covering course materials and objectives.,20,2024-03-26,2024-10-15,Active
ASG000938,SEC000239,PSYC455,Midterm 1,Essay,Assignment covering course materials and objectives.,25,2025-11-10,2025-09-23,Active
ASG000939,SEC000379,CHEM148,Exam 8,Midterm,Assignment covering course materials and objectives.,10,2025-11-07,2024-05-09,Draft
ASG000940,SEC000028,HIST249,Lab 8,Presentation,Assignment covering course materials and objectives.,100,2025-10-28,2025-04-29,Draft
ASG000941,SEC000357,ENG148,Exam 6,Presentation,Assignment covering course materials and objectives.,100,2025-03-22,2025-10-25,Active
ASG000942,SEC000040,ECON508,Quiz 4,Essay,Assignment covering course materials and objectives.,10,2025-04-03,2025-12-08,Draft
ASG000943,SEC000149,ENG148,Presentation 8,Exam,Assignment covering course materials and objectives.,50,2025-12-24,2025-02-16,Active
ASG000944,SEC000112,CHEM329,Presentation 1,Homework,Assignment covering course materials and objectives.,50,2024-04-25,2024-04-18,Active
ASG000945,SEC000256,CS237,Essay 1,Essay,Assignment covering course materials and objectives.,20,2024-05-11,2024-02-16,Active
ASG000946,SEC000034,ECON262,Exam 8,Homework,Assignment covering course materials and objectives.,25,2024-05-25,2024-05-11,Active
ASG000947,SEC000292,MUS142,Project 4,Exam,Assignment covering course materials and objectives.,20,2025-07-19,2024-03-28,Active
ASG000948,SEC000119,NURS505,Project 2,Presentation,Assignment covering course materials and objectives.,10,2025-03-17,2025-02-19,Draft
ASG000949,SEC000158,CS566,Lab 7,Midterm,Assignment covering course materials and objectives.,10,2025-05-14,2024-04-27,Active
ASG000950,SEC000310,ENG247,Final 6,Quiz,Assignment covering course materials and objectives.,10,2024-04-30,2025-01-13,Draft
ASG000951,SEC000280,BUS310,Midterm 3,Project,Assignment covering course materials and objectives.,100,2024-03-02,2024-07-20,Draft
ASG000952,SEC000061,CHEM241,Essay 6,Final,Assignment covering course materials and objectives.,50,2024-01-11,2024-07-05,Draft
ASG000953,SEC000155,MATH373,Exam 4,Presentation,Assignment covering course materials and objectives.,20,2024-11-05,2024-12-13,Active
ASG000954,SEC000365,PHYS462,Presentation 4,Midterm,Assignment covering course materials and objectives.,10,2024-10-14,2025-04-17,Draft
ASG000955,SEC000178,ENG336,Homework 1,Essay,Assignment covering course materials and objectives.,50,2025-10-04,2024-03-08,Active
ASG000956,SEC000255,CHEM241,Final 5,Lab,Assignment covering course materials and objectives.,25,2024-02-20,2024-03-02,Active
ASG000957,SEC000376,ART425,Midterm 5,Final,Assignment covering course materials and objectives.,100,2024-09-18,2024-06-23,Active
ASG000958,SEC000158,CS566,Project 8,Project,Assignment covering course materials and objectives.,50,2025-02-03,2025-03-14,Active
ASG000959,SEC000147,CS384,Lab 7,Midterm,Assignment covering course materials and objectives.,10,2024-05-02,2025-07-05,Active
ASG000960,SEC000209,ENG247,Quiz 3,Midterm,Assignment covering course materials and objectives.,50,2025-10-22,2024-08-13,Active
ASG000961,SEC000229,BIO561,Midterm 5,Presentation,Assignment covering course materials and objectives.,50,2025-06-14,2024-10-25,Active
ASG000962,SEC000359,ENG190,Exam 8,Project,Assignment covering course materials and objectives.,20,2025-10-19,2025-10-11,Active
ASG000963,SEC000328,ECON577,Final 2,Essay,Assignment covering course materials and objectives.,50,2025-05-22,2024-11-30,Active
ASG000964,SEC000062,EDUC170,Project 6,Lab,Assignment covering course materials and objectives.,25,2024-12-17,2025-11-08,Draft
ASG000965,SEC000306,EDUC373,Midterm 1,Midterm,Assignment covering course materials and objectives.,100,2024-03-03,2025-05-02,Draft
ASG000966,SEC000329,CHEM329,Homework 5,Essay,Assignment covering course materials and objectives.,25,2024-08-03,2024-01-28,Active
ASG000967,SEC000037,MUS103,Midterm 4,Quiz,Assignment covering course materials and objectives.,25,2024-04-16,2024-06-03,Draft
ASG000968,SEC000089,BIO480,Essay 3,Quiz,Assignment covering course materials and objectives.,20,2025-08-11,2025-10-03,Active
ASG000969,SEC000196,MUS402,Midterm 3,Lab,Assignment covering course materials and objectives.,10,2025-01-10,2025-01-09,Active
ASG000970,SEC000331,CS428,Exam 6,Quiz,Assignment covering course materials and objectives.,50,2025-04-25,2024-10-22,Active
ASG000971,SEC000221,ENG333,Essay 3,Presentation,Assignment covering course materials and objectives.,25,2024-06-08,2024-10-03,Active
ASG000972,SEC000225,ENG336,Lab 3,Final,Assignment covering course materials and objectives.,20,2024-06-06,2024-01-25,Active
ASG000973,SEC000066,ART482,Homework 5,Quiz,Assignment covering course materials and objectives.,10,2025-03-04,2024-10-26,Draft
